Booking_ID,Consumer_ID,Consumer_Name,Phone,Aadhaar_Last4,Oil_Company,Distributor_Name,State,Region,City,Consumer_Category,Connection_Type,Cylinder_Type,Cylinders_Booked,Booking_Date,Delivery_Date,Booking_Channel,Payment_Mode,Delivery_Status,Scheme_Type,Unit_Price_INR,Total_Amount_INR,Subsidy_INR,Net_Payable_INR,Delivery_TAT_Days
BK866433,CON54359,Rekha Reddy,9265371578,6336,IndanGas,Tiwari LPG Store,Bihar,East,Gaya,Domestic,Surrender,5kg,1,2022-08-03,08/05/2022,Distributor Visit,UPI,delivered,ujjwala yojana,325.79,325.79,65.16,260.63,2
BK539354,CON80149,Dinesh Yadav,9206920076,1229,HP Gas,Mishra Gas Service,Haryana,North,Gurugram,Industriel,Active,19 KG,1,2022-04-16,20-04-2022,SMS,CASH,Delievered,BPL Subsidy,1161.6,1161.6,174.24,987.36,4
BK463949,CON47115,Ramesh Kumar,9958039623,2096,HP Gas,Sharma Gas Agency,Telangana,South,Warangal,Commerical,New Connection,14.2KG,1,05 May 2023,05/08/2023,IVR,cash,Cancelled,ujjwala yojana,858.35,858.35,,686.68,3
BK394621,CON65336,Ajay Mishra,9620928219,1355,HP Gas,Gupta Fuel Agency,Goa,West,Vasco,domestic,surrendered,14.2KG,1,02-01-2022,04 Jan 2022,Online,upi,Delivered,No Scheme,853.45,853.45,0.0,853.45,2
BK965643,CON69063,Usha Singh,0000000000,9477,HP Gas,Patel Gas Service,Rajasthan,West,Jaipur,comercial,ACTIVE,14.2 KG,2,17 Feb 2022,02/18/2022,SMS,Cash,Pending,No Scheme,787.46,1574.92,0.0,1574.92,1
BK946851,CON86642,Vijay Mishra,9207497216,2480,IndanGas,Sharma Gas Agency,Himachal Pradesh,North,Manali,Industrial,surrendered,47.5 KG,2,24/05/2024,28-05-2024,IVR,UPI,Cancled,ujjwala yojana,309.54,619.08,61.91,557.17,4
BK279335,CON59547,Usha Das,9693109535,9752,Bharat Gas,Das Gas Depot,Andhra Pradesh,South,Guntur,DOMESTIC,Suspended,47.5 KG,1,03/09/2023,08 Mar 2023,ivr,Cash,PENDING,ujjwala yojana,395.71,395.71,79.14,316.57,-1
BK571460,CON22732,Kishore Shah,9299028532,6394,IndanGas,Gupta Fuel Agency,Jharkhand,East,Dhanbad,Industriel,Active,47.5 KG,1,21/05/2024,25 May 2024,ivr,cash,Delievered,BPL Subsidy,431.69,431.69,64.75,366.94,4
BK618413,CON64975,,9489244855,7891,Bharat Gas,Patel Gas Service,Uttar Pradesh,North,Varanasi,DOMESTIC,New Connection,19 KG,2,21/09/2024,09/23/2024,IVR,CASH,Delievered,Ujjwala Yojana,1103.04,2206.08,220.61,1985.47,2
BK891431,CON27392,Geeta Pandey,9375515561,3341,HP Gas,Verma Distributors,Goa,West,Panaji,DOMESTIC,New Connection,19 KG,1,2024-12-26,30-12-2024,SMS,,Delivered,regular,1070.98,1070.98,53.55,1017.43,4
BK508433,CON54041,,9454418216,6911,HP Gas,Joshi Gas Agency,Uttarakhand,North,Haldwani,Domestic,surrendered,5kg,1,18 Jan 2023,19-01-2023,SMS,UPI,delivered,ujjwala yojana,412.01,412.01,82.4,329.61,1
BK669801,CON24778,Amit Tiwari,9643692377,5862,IndanGas,Mehta LPG Hub,Telangana,South,,comercial,Suspended,19 KG,2,11 Jan 2023,13 Jan 2023,online,Cash,Pending,,1116.75,2233.5,223.35,2010.15,2
BK819203,CON71981,Shanta Patel,9547207418,4139,Bharat Gas,Ali Gas Supply,Andhra Pradesh,South,Guntur,comercial,Surrender,5 KG,1,09-01-2024,12 Jan 2024,ivr,Cash,Delievered,,334.26,334.26,0.0,334.26,3
BK249932,CON20165,Priya Chauhan,9333938976,7762,IndanGas,Tiwari LPG Store,Delhi,North,Lajpat Nagar,Commercial,surrendered,47.5 KG,2,2023-02-23,24 Feb 2023,IVR,,Pending,,50000,739.02,55.43,683.59,1
BK163100,CON32958,Suresh Kumar,9211507422,4349,IndanGas,Nair Fuel Point,Telangana,South,Hyderabad,comercial,new connection,19 KG,2,11-07-2023,15/07/2023,ivr,NEFT,Delivered,regular,1160.97,2321.94,58.05,2263.89,4
BK751360,CON94172,Dinesh Mehta,9970079699,5512,IndanGas,Gupta Fuel Agency,Tamil Nadu,South,Chennai,Industrial,New Connection,19 KG,2,01 Nov 2022,01/11/2022,Mobile App,cash,Pending,Ujjwala,1202.0,2404.0,240.4,2163.6,0
BK992668,CON73948,Nisha Verma,9678383872,1818,HP Gas,Patel Gas Service,Madhya Pradesh,Central,Gwalior,DOMESTIC,Surrender,14.2 KG,1,07 May 2024,11 May 2024,SMS,UPI,Delievered,Regular,809.84,809.84,40.49,769.35,4
BK286209,CON33619,Asha Mehta,0000000000,2790,HP Gas,Mehta LPG Hub,Gujarat,West,Ahmedabad,Commercial,New Connection,19 KG,1,06 Feb 2023,08 Feb 2023,Online,UPI,Cancelled,BPL Subsidy,1125.21,1125.21,168.78,956.43,2
BK222858,CON48111,Ajay Sharma,9762700656,4435,IndanGas,Singh LPG,Gujarat,West,Surat,Domestic,Active,19 KG,1,07/24/2023,26/07/2023,ivr,CASH,delivered,N/A,1164.09,1164.09,0.0,1164.09,2
BK926478,CON15383,Lata Chauhan,9673591143,1777,IndanGas,Joshi Gas Agency,Goa,West,Vasco,Commerical,New Connection,14.2 KG,1,2024-02-09,14-02-2024,Distributor Visit,UPI,PENDING,regular,846.92,846.92,42.35,804.57,5
BK308142,CON17681,Anita Verma,9410069644,1652,HP Gas,Verma Distributors,Karnataka,South,Mangaluru,comercial,Transfer,14.2 kg,1,09/23/2022,09/24/2022,online,upi,Cancelled,ujjwala yojana,886.02,886.02,177.2,708.82,1
BK724604,CON29253,Kishore Mishra,9611766422,2677,IndanGas,Verma Distributors,Uttarakhand,North,Roorkee,Commerical,New Connection,19 KG,2,20/12/2024,21/12/2024,SMS,Cheque,Cancelled,Ujjwala,1080.47,2160.94,216.09,1944.85,1
BK675077,CON52290,Sanjay Gupta,9890518107,5607,Bharat Gas,Patel Gas Service,Andhra Pradesh,South,Vijayawada,Commercial,new connection,14.2 kg,1,02/20/2023,2023-02-22,IVR,Cash,PENDING,ujjwala yojana,811.47,811.47,162.29,649.18,2
BK272238,CON76614,Meena Verma,9907303357,6551,HP Gas,Kumar Gas Point,Punjab,North,Ludhiana,comercial,new connection,47.5 KG,1,24-10-2023,29 Oct 2023,Mobile App,UPI,,Regular,378.32,378.32,18.92,359.4,5
BK533975,CON27030,Priya Gupta,9320232429,9040,Bharat Gas,Reddy Gas Agency,Telangana,South,Karimnagar,comercial,ACTIVE,14.2 kg,2,12-06-2022,06/15/2022,Distributor Visit,Cash,Cancelled,No Scheme,913.74,1827.48,0.0,1827.48,3
BK328460,CON29107,Deepa Singh,9405472537,8471,IndanGas,Nair Fuel Point,Madhya Pradesh,Central,Gwalior,Domestic,Surrender,5kg,1,18 May 2023,21/05/2023,,Cheque,Delievered,N/A,275.75,275.75,0.0,275.75,3
BK763685,CON20694,Usha Mehta,9363620877,7467,Bharat Gas,Mehta LPG Hub,Bihar,East,Patna,DOMESTIC,Suspended,19 KG,2,07/02/2024,2024-02-08,online,Cash,Pending,N/A,1175.77,,0.0,2351.54,1
BK741640,CON79410,Vijay Nair,9550500238,3007,HP Gas,Joshi Gas Agency,West Bengal,East,Kolkata,comercial,Suspended,14.2 kg,1,20-05-2023,25 May 2023,IVR,,PENDING,N/A,906.8,906.8,0.0,906.8,5
BK650349,CON54896,Vinod Gupta,XXXXXXXXXX,,IndanGas,Das Gas Depot,Bihar,East,Patna,domestic,Suspended,14.2 KG,1,10/20/2024,25/10/2024,IVR,UPI,Delivered,Regular,848.21,848.21,42.41,805.8,5
BK827462,CON33416,Priya Kumar,9687946657,3961,IndanGas,Tiwari LPG Store,Jharkhand,East,Ranchi,DOMESTIC,New Connection,19 KG,1,2024-10-04,2024-10-05,online,CASH,Cancelled,ujjwala yojana,1093.39,1093.39,218.68,874.71,1
BK607561,CON41088,Savita Mehta,9847558080,,IndanGas,Yadav Gas Centre,Uttarakhand,North,Dehradun,Commerical,new connection,47.5 KG,2,28 Sep 2022,03-10-2022,online,UPI,Pending,N/A,384.02,768.04,0.0,768.04,5
BK332642,CON86120,Dinesh Tiwari,9142076184,,IndanGas,Das Gas Depot,Madhya Pradesh,Central,Bhopal,Domestic,surrendered,5 KG,1,24/07/2023,2023-07-26,online,,Delievered,ujjwala yojana,372.61,372.61,74.52,298.09,2
BK795029,CON37693,Kishore Pandey,9652486467,,IndanGas,Singh LPG,Rajasthan,West,Jaipur,comercial,Surrender,5kg,1,01/06/2023,08-01-2023,Mobile App,NEFT,Cancelled,ujjwala yojana,289.12,289.12,57.82,231.3,2
BK715907,CON88539,Anita Das,9567592800,7863,IndanGas,Mishra Gas Service,Uttar Pradesh,North,Lucknow,Commercial,Suspended,5 KG,1,09/10/2022,11-10-2022,ivr,Cheque,delivered,Ujjwala,294.3,294.3,58.86,235.44,2
BK215482,CON19409,Dinesh Rawat,9584253324,4220,HP Gas,Kumar Gas Point,Delhi,North,Dwarka,Industriel,Transfer,19 KG,1,25/12/2023,25 Dec 2023,online,UPI,Cancled,Ujjwala,1131.29,1131.29,226.26,905.03,0
BK552913,CON99633,Sanjay Yadav,9301290781,3680,HP Gas,Das Gas Depot,Telangana,South,Hyderabad,Industriel,Transfer,47.5 KG,2,05/14/2022,17-05-2022,Online,Cash,PENDING,,311.3,622.6,62.26,560.34,3
BK830044,CON68011,Usha Srivastava,9603899317,4684,HP Gas,Mishra Gas Service,Assam,East,Silchar,Industrial,Suspended,19 KG,2,2023-08-24,26/08/2023,Mobile App,NEFT,Failed,BPL Subsidy,1048.5,2097.0,157.28,1939.72,2
BK455677,CON23308,Suresh Reddy,9954020256,3299,Bharat Gas,Mishra Gas Service,Madhya Pradesh,Central,Jabalpur,Industriel,Suspended,47.5 KG,1,2023-06-07,06/11/2023,Online,UPI,PENDING,N/A,311.51,311.51,0.0,311.51,4
BK326333,CON41905,Shanta Gupta,9165961685,3982,HP Gas,Tiwari LPG Store,Chhattisgarh,Central,Raipur,Domestic,Surrender,19 KG,1,12/18/2022,21 Dec 2022,online,UPI,Delievered,,1090.22,1090.22,54.51,1035.71,3
BK821749,CON40022,Shanta Patel,9973831149,1441,IndanGas,Nair Fuel Point,Rajasthan,West,Jodhpur,Commerical,new connection,19 KG,2,2023-12-13,18/12/2023,Distributor Visit,Cheque,Pending,,1112.49,2224.98,0.0,2224.98,5
BK115011,CON27906,Ravi Mishra,9435469319,8779,HP Gas,Reddy Gas Agency,Jharkhand,East,Dhanbad,Commercial,surrendered,47.5 KG,1,02/03/2022,2022-02-05,Online,CASH,Pending,ujjwala yojana,267.07,267.07,53.41,213.66,2
BK838890,CON59293,Usha Kumar,9360420341,,IndanGas,Verma Distributors,Delhi,North,Karol Bagh,Domestic,ACTIVE,5kg,1,27 May 2022,28 May 2022,SMS,Cheque,Delievered,BPL Subsidy,259.16,259.16,38.87,220.29,1
BK550754,CON29737,Anil Mishra,9933286959,,IndanGas,Singh LPG,Himachal Pradesh,North,Manali,Commercial,ACTIVE,14.2 kg,1,2022-02-24,28/02/2022,SMS,CASH,Cancelled,Regular,950.63,950.63,,903.1,4
BK642174,CON54099,Manoj Dubey,9947154208,7903,HP Gas,Yadav Gas Centre,Assam,East,Silchar,Commerical,surrendered,5kg,2,02/09/2024,04 Sep 2024,online,NEFT,PENDING,No Scheme,286.01,572.02,0.0,572.02,2
BK733334,CON66160,Kishore Mehta,9341970792,1227,IndanGas,Tiwari LPG Store,Himachal Pradesh,North,,Industriel,Transfer,14.2KG,1,10-12-2022,11/12/2022,Distributor Visit,upi,Cancled,Ujjwala Yojana,800.48,800.48,160.1,640.38,1
BK277932,CON84984,Anita Joshi,9142209811,6219,Bharat Gas,Yadav Gas Centre,Haryana,North,Panipat,domestic,new connection,19 KG,1,06 Apr 2022,04/07/2022,ivr,upi,delivered,BPL Subsidy,1141.34,1141.34,171.2,970.14,1
BK344615,CON89740,Vinod Mehta,9406206279,5816,Bharat Gas,Patel Gas Service,Jharkhand,East,Ranchi,Industrial,New Connection,14.2KG,1,2023-02-24,2023-02-26,IVR,Cheque,Delivered,Regular,878.55,878.55,43.93,834.62,2
BK304321,CON62264,Ramesh Sharma,9795495279,2482,HP Gas,Reddy Gas Agency,Karnataka,South,Mangaluru,DOMESTIC,new connection,14.2 kg,1,21 Sep 2023,22-09-2023,Online,UPI,Cancled,No Scheme,888.31,888.31,0.0,888.31,1
BK186623,CON46957,Rekha Tiwari,9621530770,4701,IndanGas,Reddy Gas Agency,Rajasthan,West,Jodhpur,domestic,surrendered,47.5 KG,1,2023-09-22,26-09-2023,SMS,UPI,Cancled,BPL Subsidy,406.95,406.95,61.04,345.91,4
BK238982,CON57934,Amit Nair,9145874287,7221,IndanGas,Ali Gas Supply,Chhattisgarh,Central,Bhilai,Domestic,Surrender,5 KG,1,29/06/2024,29/06/2024,SMS,CASH,Cancled,regular,318.8,318.8,15.94,302.86,0
BK930238,CON29820,Savita Nair,9622458363,6211,IndanGas,Gupta Fuel Agency,Karnataka,South,Hubli,comercial,Transfer,19 KG,2,2024-04-12,15/04/2024,Distributor Visit,UPI,Failed,Ujjwala,1132.06,2264.12,226.41,2037.71,3
BK721123,CON57320,Anil Tiwari,9620010174,9276,HP Gas,Verma Distributors,Maharashtra,West,Aurangabad,DOMESTIC,ACTIVE,5kg,1,18 Jun 2024,19/06/2024,online,UPI,Delievered,BPL Subsidy,240.68,240.68,36.1,204.58,1
BK203022,CON66231,Lata Reddy,9701180296,1871,HP Gas,Joshi Gas Agency,Bihar,East,Patna,Commercial,new connection,19 KG,1,09/12/2023,16 Sep 2023,online,cash,Cancelled,N/A,1171.37,1171.37,0.0,1171.37,4
BK759755,CON93513,Sanjay Pandey,9237328627,5968,IndanGas,Patel Gas Service,Telangana,South,Warangal,Industrial,Active,14.2 KG,1,2022-11-26,11/26/2022,Mobile App,Cheque,Delivered,,0,788.2,39.41,748.79,0
BK818861,CON96284,Ajay Rawat,9223357683,8329,IndanGas,Gupta Fuel Agency,Goa,West,Panaji,Commerical,New Connection,14.2 KG,1,01/03/2022,04 Mar 2022,ivr,Cheque,Delivered,BPL Subsidy,890.5,890.5,133.57,756.93,3
BK393823,CON69934,Ravi Srivastava,9231335808,5529,IndanGas,Reddy Gas Agency,Uttarakhand,North,Haldwani,Domestic,new connection,14.2KG,1,24/11/2024,28/11/2024,SMS,CASH,delivered,,948.57,948.57,47.43,901.14,4
BK212997,CON40090,Kishore Pandey,9886240755,9965,IndanGas,Gupta Fuel Agency,Tamil Nadu,South,Chennai,Commerical,Surrender,19 KG,1,27/06/2023,02 Jul 2023,SMS,,Cancled,ujjwala yojana,1098.26,1098.26,219.65,878.61,5
BK459682,CON27409,Pooja Gupta,9682869783,7337,HP Gas,Kumar Gas Point,Uttarakhand,North,Roorkee,Industriel,surrendered,5 KG,1,17-04-2023,2023-04-21,online,Cash,Delievered,ujjwala yojana,331.41,331.41,66.28,265.13,4
BK120390,CON47228,Usha Rawat,9998664174,9537,IndanGas,Mehta LPG Hub,Gujarat,West,Rajkot,Commercial,new connection,5 KG,-1,15 Sep 2022,16/09/2022,SMS,cash,delivered,No Scheme,406.99,406.99,0.0,406.99,1
BK435907,CON72908,Anil Gupta,9414116794,6955,HP Gas,Joshi Gas Agency,Andhra Pradesh,South,Visakhapatnam,comercial,Transfer,19 KG,1,16/11/2023,11/14/2023,Mobile App,Cheque,Cancled,Ujjwala,1098.9,1098.9,219.78,879.12,-2
BK424522,CON58589,Lata Singh,9407302625,1211,HP Gas,Mishra Gas Service,Goa,West,Vasco,comercial,Suspended,14.2 KG,1,2023-11-03,11/06/2023,IVR,Cheque,delivered,ujjwala yojana,800.45,800.45,160.09,640.36,3
BK298759,CON28639,Pooja Nair,9991762002,2154,Bharat Gas,Mehta LPG Hub,Haryana,North,Faridabad,comercial,Transfer,47.5 KG,3,06/22/2022,22-06-2022,SMS,UPI,,BPL Subsidy,50000,885.6,44.28,841.32,0
BK879050,CON29187,Priya Verma,9140757823,3313,IndanGas,Joshi Gas Agency,Chhattisgarh,Central,Raipur,Domestic,new connection,19 KG,2,26-08-2022,2022-08-30,online,cash,delivered,ujjwala yojana,1151.24,,230.25,2072.23,4
BK827798,CON55717,Usha Rawat,9773958039,,HP Gas,Patel Gas Service,Andhra Pradesh,South,Visakhapatnam,Commerical,Suspended,19 KG,1,29/12/2024,02-01-2025,online,Cash,Cancled,N/A,1144.34,1144.34,0.0,1144.34,4
BK103489,CON49724,Nisha Joshi,9294654009,2681,IndanGas,Reddy Gas Agency,West Bengal,East,,Commercial,ACTIVE,19 KG,2,15-10-2023,10/15/2023,SMS,Cash,Pending,No Scheme,1210.24,2420.48,0.0,2420.48,0
BK953885,CON52362,Ramesh Mishra,9828990694,1773,IndanGas,Verma Distributors,Chhattisgarh,Central,Bhilai,Industriel,new connection,5kg,1,27 Apr 2022,26-04-2022,IVR,UPI,Delivered,ujjwala yojana,359.52,359.52,71.9,287.62,-1
BK782316,CON83471,Sunita Sharma,9342799160,5165,IndanGas,Kumar Gas Point,Goa,West,Margao,comercial,New Connection,5 KG,2,18 Apr 2024,04/18/2024,Online,Cheque,Cancelled,regular,290.7,581.4,14.54,566.86,0
BK713030,CON77826,Usha Shah,9548880234,8866,HP Gas,Gupta Fuel Agency,Goa,West,Margao,comercial,Transfer,5kg,1,14-02-2024,02/17/2024,SMS,UPI,Delivered,Ujjwala Yojana,266.28,266.28,53.26,213.02,3
BK939877,CON86723,Kishore Chauhan,9518357752,8041,Bharat Gas,Mishra Gas Service,Bihar,East,Gaya,Industrial,Active,19 KG,1,28/07/2024,2024-08-01,ivr,Cheque,Pending,Regular,1178.73,1178.73,58.94,1119.79,4
BK791549,CON64693,Kavita Shah,9891410375,,Bharat Gas,Mishra Gas Service,Telangana,South,Hyderabad,Industriel,Transfer,5 KG,1,16-05-2023,2023-05-20,ivr,Cash,PENDING,Ujjwala,330.05,330.05,66.01,264.04,4
BK314239,CON37361,Pooja Mehta,9634689091,2344,Bharat Gas,Das Gas Depot,Maharashtra,West,Aurangabad,Commercial,ACTIVE,14.2KG,1,04/14/2022,19 Apr 2022,SMS,cash,Cancelled,Ujjwala Yojana,890.81,890.81,178.16,712.65,5
BK876688,CON45773,,9684562467,4943,Bharat Gas,Reddy Gas Agency,Gujarat,West,Surat,Industriel,Surrender,14.2 kg,1,13-06-2022,15 Jun 2022,Mobile App,cash,Delievered,ujjwala yojana,796.42,796.42,159.28,637.14,2
BK304171,CON22629,Vinod Verma,XXXXXXXXXX,6691,IndanGas,Nair Fuel Point,Jharkhand,East,Ranchi,Commercial,Transfer,19 KG,1,11/27/2024,11/28/2024,SMS,cash,Delievered,N/A,1168.42,1168.42,0.0,1168.42,1
BK417438,CON79581,Naveen Reddy,9898332190,3857,IndanGas,Sharma Gas Agency,Bihar,East,Patna,comercial,new connection,5 KG,2,06/13/2024,18 Jun 2024,Mobile App,cash,Pending,ujjwala yojana,350.37,700.74,70.07,630.67,5
BK501613,CON56259,Pooja Tiwari,9997891199,9246,Bharat Gas,Yadav Gas Centre,Maharashtra,West,Nashik,Industrial,New Connection,14.2KG,2,2024-07-10,15/07/2024,Mobile App,NEFT,Cancelled,ujjwala yojana,771.5,1543.0,154.3,1388.7,5
BK412184,CON87522,Savita Tiwari,9861557368,,IndanGas,Yadav Gas Centre,Goa,West,Vasco,DOMESTIC,Suspended,5 KG,1,07-02-2022,2022-02-09,Distributor Visit,CASH,Delievered,Regular,408.54,408.54,20.43,388.11,2
BK975285,CON30936,Geeta Nair,9808450577,8494,HP Gas,Patel Gas Service,Rajasthan,West,Jodhpur,Domestic,surrendered,47.5 KG,1,21/12/2023,22-12-2023,Mobile App,upi,delivered,Ujjwala,372.59,372.59,74.52,298.07,1
BK734779,CON42716,Nisha Verma,XXXXXXXXXX,8120,IndanGas,Ali Gas Supply,Goa,West,Margao,Commerical,Surrender,19 KG,1,2023-06-11,06/12/2023,SMS,CASH,Cancled,regular,1205.39,1205.39,60.27,1145.12,1
BK994006,CON66052,Kavita Nair,9652959845,9872,HP Gas,Sharma Gas Agency,Rajasthan,West,Udaipur,domestic,New Connection,19 KG,1,17-04-2022,2022-04-21,ivr,Cash,Delivered,Ujjwala,1095.03,1095.03,219.01,876.02,4
BK418195,CON82335,Kavita Verma,9557267224,6589,HP Gas,Nair Fuel Point,Haryana,North,Panipat,Domestic,surrendered,5kg,1,02/12/2023,2023-02-14,SMS,upi,Cancled,N/A,294.09,294.09,0.0,294.09,2
BK634288,CON16064,Deepa Yadav,9795895033,7237,IndanGas,Gupta Fuel Agency,Assam,East,Silchar,Commercial,surrendered,14.2 KG,1,27-05-2024,01-06-2024,Mobile App,,Delievered,regular,941.53,941.53,47.08,894.45,5
BK244630,CON65000,Mukesh Kumar,9558663771,8196,IndanGas,Singh LPG,Uttarakhand,North,Dehradun,Commercial,Transfer,14.2 kg,1,19/08/2024,2024-08-23,SMS,,PENDING,ujjwala yojana,945.65,945.65,189.13,756.52,4
BK925297,CON15758,Vinod Shah,9718585110,5537,IndanGas,Kumar Gas Point,Rajasthan,West,Kota,Domestic,Active,14.2 kg,1,04/29/2023,02/05/2023,Mobile App,NEFT,Cancled,Regular,902.25,902.25,45.11,857.14,3
BK973685,CON81247,Naveen Yadav,9180622607,1630,HP Gas,Singh LPG,Uttar Pradesh,North,Kanpur,Industriel,new connection,5 KG,1,01-01-2022,06-01-2022,Distributor Visit,CASH,Delievered,BPL Subsidy,366.77,366.77,55.02,311.75,5
BK278038,CON74650,Shanta Tiwari,9515320478,8267,IndanGas,Singh LPG,Uttarakhand,North,Nainital,Commerical,Surrender,14.2KG,2,29/01/2024,03-02-2024,Distributor Visit,UPI,Delivered,BPL Subsidy,904.16,1808.32,135.62,1672.7,5
BK830067,CON85539,Sanjay Verma,9586141197,2276,HP Gas,Kumar Gas Point,Odisha,East,Cuttack,Industriel,Transfer,5kg,1,30/05/2022,06/04/2022,IVR,Cash,Delievered,,353.9,353.9,0.0,353.9,5
BK664723,CON64114,Suresh Chauhan,9484563638,1013,IndanGas,Mehta LPG Hub,Odisha,East,Rourkela,Industrial,Suspended,47.5 KG,1,07/05/2022,10 Jul 2022,Mobile App,CASH,Cancled,regular,310.27,310.27,15.51,294.76,5
BK828738,CON25445,,9751983145,8320,HP Gas,Reddy Gas Agency,Madhya Pradesh,Central,Bhopal,domestic,Suspended,5kg,3,2024-11-26,30/11/2024,Online,NEFT,PENDING,ujjwala yojana,278.74,836.22,55.75,780.47,4
BK411159,CON18568,Shanta Verma,9843179722,8113,HP Gas,Sharma Gas Agency,Maharashtra,West,Nagpur,Industriel,Surrender,5kg,3,2023-03-15,03/20/2023,IVR,CASH,Pending,BPL Subsidy,365.24,1095.72,54.79,1040.93,5
BK298751,CON99341,Sanjay Kumar,9983037815,9417,IndanGas,Singh LPG,Maharashtra,West,Nagpur,domestic,Active,19 KG,3,01 Feb 2023,02/06/2023,online,cash,Pending,ujjwala yojana,1021.83,3065.49,204.37,2861.12,5
BK341764,CON84459,Asha Srivastava,9228247607,,IndanGas,Tiwari LPG Store,Goa,West,Margao,DOMESTIC,Surrender,19 KG,1,09/24/2022,25/09/2022,SMS,Cheque,Pending,No Scheme,1072.02,1072.02,0.0,1072.02,1
BK570934,CON89547,Anil Gupta,9210204614,4337,HP Gas,Patel Gas Service,Gujarat,West,Surat,DOMESTIC,Suspended,19 KG,1,25/04/2024,28 Apr 2024,IVR,upi,Delievered,ujjwala yojana,1150.97,1150.97,230.19,920.78,3
BK300852,CON66147,Vinod Mehta,9763835564,3428,Bharat Gas,Mishra Gas Service,Bihar,East,Muzaffarpur,Commerical,Suspended,14.2KG,2,2023-06-14,2023-06-18,Distributor Visit,Cheque,PENDING,BPL Subsidy,900.14,1800.28,135.02,1665.26,4
BK459312,CON55077,Pooja Yadav,9599770189,4724,HP Gas,Kumar Gas Point,Assam,East,Guwahati,domestic,Transfer,5kg,2,11/11/2024,2024-11-12,IVR,UPI,PENDING,ujjwala yojana,421.55,843.1,84.31,758.79,1
BK923643,CON43313,Naveen Mishra,9968413970,8063,HP Gas,Sharma Gas Agency,Andhra Pradesh,South,Guntur,comercial,new connection,47.5 KG,3,2022-01-05,05/01/2022,SMS,UPI,Cancled,Ujjwala,396.15,1188.45,79.23,1109.22,0
BK914710,CON20575,Ravi Kumar,9275351884,6818,Bharat Gas,Nair Fuel Point,Haryana,North,Ambala,Commercial,Transfer,14.2 KG,1,2022-02-26,2022-03-01,,NEFT,Pending,Ujjwala Yojana,900.59,900.59,180.12,720.47,3
BK624380,CON19691,Mukesh Yadav,9661623998,,IndanGas,Mishra Gas Service,Himachal Pradesh,North,Dharamshala,Commerical,Transfer,47.5 KG,1,22-11-2023,24-11-2023,IVR,CASH,Cancelled,No Scheme,396.41,396.41,0.0,396.41,2
BK250968,CON49816,Amit Joshi,9243352073,1529,IndanGas,Mishra Gas Service,Uttarakhand,North,Haridwar,Commerical,New Connection,5 KG,1,03/12/2023,17 Mar 2023,Distributor Visit,,Cancelled,N/A,336.63,336.63,0.0,336.63,5
BK545315,CON93908,Asha Shah,9636244637,3088,IndanGas,Verma Distributors,Rajasthan,West,Jaipur,comercial,Suspended,19 KG,1,10/04/2024,07 Oct 2024,SMS,UPI,delivered,BPL Subsidy,1136.9,1136.9,170.53,966.37,3
BK515320,CON23801,,N/A,9711,Bharat Gas,Joshi Gas Agency,Uttarakhand,North,Roorkee,Commercial,Surrender,19 KG,1,26/10/2024,26/10/2024,IVR,upi,Cancelled,BPL Subsidy,1186.86,1186.86,178.03,1008.83,0
BK668996,CON95872,Anita Singh,9258903300,4897,Bharat Gas,Das Gas Depot,Gujarat,West,Surat,Industriel,New Connection,19 KG,1,05 Dec 2024,12/07/2024,SMS,UPI,Cancelled,BPL Subsidy,1054.98,1054.98,158.25,896.73,2
BK828085,CON93596,Ravi Kumar,9993880203,4852,HP Gas,Nair Fuel Point,Madhya Pradesh,Central,,Industriel,ACTIVE,14.2 KG,1,10 Dec 2023,13 Dec 2023,IVR,upi,PENDING,BPL Subsidy,804.2,804.2,120.63,683.57,3
BK261358,CON78172,Nisha Srivastava,9788953401,4888,HP Gas,Reddy Gas Agency,Gujarat,West,Vadodara,DOMESTIC,ACTIVE,5kg,1,2024-05-13,14 May 2024,Online,NEFT,Delievered,Ujjwala,358.01,358.01,71.6,286.41,1
BK984921,CON54815,Anita Das,9389027594,1742,IndanGas,Nair Fuel Point,Bihar,East,Patna,Commerical,surrendered,19 KG,1,14-02-2024,14 Feb 2024,Distributor Visit,,Delievered,Ujjwala Yojana,1097.89,1097.89,219.58,878.31,0
BK487702,CON64427,Ravi Reddy,9158749552,4339,HP Gas,Tiwari LPG Store,Jharkhand,East,Jamshedpur,Domestic,Active,5kg,1,21 Feb 2022,22-02-2022,Distributor Visit,NEFT,Failed,ujjwala yojana,304.63,304.63,60.93,243.7,1
BK965151,CON63088,Suresh Reddy,9982449594,2745,Bharat Gas,Verma Distributors,Assam,East,Guwahati,DOMESTIC,Surrender,19 KG,1,04-08-2024,2024-08-06,ivr,upi,delivered,regular,1141.06,1141.06,57.05,1084.01,2
BK714058,CON65858,Priya Chauhan,9713524362,3972,IndanGas,Yadav Gas Centre,Odisha,East,Cuttack,DOMESTIC,Suspended,47.5 KG,1,09/28/2023,01/10/2023,Distributor Visit,Cash,Cancelled,Ujjwala Yojana,398.95,398.95,79.79,319.16,3
BK887800,CON55463,Kishore Srivastava,9538125249,1127,IndanGas,Das Gas Depot,Bihar,East,Muzaffarpur,Industrial,surrendered,47.5 KG,1,03/09/2022,2022-03-11,online,upi,Cancled,N/A,401.56,401.56,0.0,401.56,2
